,korean,english
6490,"나는 그 얘기를 들었을 때, 온몸이 짜릿했어요.","When I heard that, my skin went prickly."
6491,레바논은 여행하기 좋은 나라인가요?,Is Lebanon a good place to travel?
6492,한국은 생일이 음력 양력이 있어.,Korean uses both lunar and solar calendar to count birthdays.
6493,아래의 진행상황 내용을 참고 하세요.,And please refer to the progress as below.
6494,나는 부족하지만 그만큼 열심히 당신을 돕고 싶어.,I am not good enough but I want to give you help.
6495,죄송합니다. 저희가 이번에 시스템이 바뀌어서 어려움이 있습니다.,I am sorry. We are having difficulties as the system has been changed recently.
6496,내가 옆에 있는데 신경도 안 써 주었어요.,You didn't care about me even though I was next to you.
6497,여기 있습니다. 체크인은 이제 끝난 건가요? ,Here you go. Is the check-in done now?
6498,그러니까 보드마카를 새로운 보드마카로 바꿨으면 좋겠어.,So i hope to change the marker to new one.
6499,또한 필리핀의 바다를 다시 한 번 수영하고 싶어.,And I want to swim in the sea of the Philippines once again.
6500,오늘은 하루종일 인터넷으로 자료 검색을 했어요.,I searched some materials on Internet all day.
6501,결정된 사항이 있으면 나에게 알려줘라.,Let me know if there were any decisions made.
6502,또한 성취감을 예로들수 있어요.,"Also, we can take a sense of accomplishment as an example."
6503,여기서 쭉 오른쪽으로 가다 보면 제과점이 나와요. 그 제과점 바로 옆에 있습니다.,Go straight to the right here until you reach a bakery. It's right next to that bakery.
6504,여행은 공항에서 시작되는 것이라고 생각해.,I think the journey begins at the airport.
6505,한 블록을 지나서 오른쪽으로 돌아요.,Walk one block and then take a right.
6506,내일 오전 원격 지원이 가능한가요?,At the tomorrow morning can I receive the remote support?
6507,수출입 거래는 판매 계약이 필요해요.,Export and import transactions require a contract of sale.
6508,지불이 필요하면 별도의 견적서를 보내주시길 바래요.,"If I need to pay in advance, please send me an estimate."
6509,"1,000억으로 만든 영화가 저 정도라니, 돈이 너무 아까워지는걸. ",That is a 100-billion won movie? What a waste of money.
6510,"퍼트를 할 때는, 공이 목표선까지 굴러가도록 하세요.","In making a putt, keep the ball rolling on the target line."
6511,내가 부족하지만 홈 스테이 기간 동안 잘 부탁드려요.,I hope we can get along with each other during my home stay.
6512,당신이 보내주신 사진은 마케팅에 잘 활용하겠어요.,We will use the photos you sent us for marketing.
6513,네. 전해드리겠습니다. 출장 조심해서 다녀오세요.,"Yes, I'll make sure to give it to him. Have a safe trip."
6514,제가 10분 뒤 미팅 시작이라 지금 당장은 불가능할 것 같아요. 1시간 뒤에 다시 전화 주시겠어요?,"I have a meeting coming up in 10 minutes, so not right now. Please call me back in an hour."
6515,밤에 집 밖으로 나오는 것은 모험이에요.,Getting out of your house at night is a dangerous adventure.
6516,이러한 경험들이 지금 살이가는데 많은 도움이 되는거 같아.,These experiences in my life that seems to help a lot.
6517,워킹 홀리데에 사무실에서 제가 일자리 찾는 걸 도와주었어요.,The Working Holiday Office helped me find a job.
6518,우리는 두 제품을 비교하실 원해요.,We want to compare between two products.
6519,그럼 학생들은 한 달 뒤에 중간고사를 보겠네요.,Then students will have midterms in a month.
6520,자기 부상 열차는 미래의 철도 모습이에요.,The maglev train is the appearance of the future railway.
6521,"안녕하세요, 제가 약 1시간 전에 당근 케이크를 주문했는데 준비되었나요?","Hello, I ordered a carrot cake approximately an hour ago, is it ready?"
6522,"네, 가운 1개와 수건 1장을 금방 가져다 드리겠습니다.","Yes, we will bring 1 bathrobe and 1 large towel to you quickly."
6523,터치로 동작하는 기능을 사용자가 정의할 수 있어요.,User can define functions that work by touching.
6524,꼭 우리를 위해 할당량을 주실 필요는 없어요.,You don't necessarily need to give quotas for us.
6525,사무실 연말 파티 드레스 코드가 있나요?,Is there a dress code for the office year-end party?
6526,당신이 우리의 사과의 말을 받아 주기를 바래.,I hope you accept our words of apology.
6527,독학으로 연주를 해서 실력이 엉망이야.,My performance is poor because I learned on my own.
6528,비흡연자인 저에게는 불편한 점이 많네요.,I'm a non-smoker so things are inconvenient.
6529,저렇게 대놓고 파는데 정품이 아니었다는 게 말이 돼? ,It doesn't make sense that they're selling fake products so blatantly.
6530,괴물은 빅터의 욕심에 의해 탄생해요.,The monster was created by Victor's greed.
6531,우리 팀도 잘하는 건 아니지만 너희 팀은 내가 봐도 너무해.,"Our team is not good, but your team is unbearably bad even for me."
6532,그 오리 들은 둥지 위에 앉아 있어.,The ducks are sitting in their nests.
6533,소비자 불만이 제기되어 리콜한다고 하는데?,So there is going to be a recall because a consumer filed a complaint?
6534,그리고 열심히 영어 공부도 하고 운동도 하면서 지냈어요.,I've been studying English hard and exercising as well.
6535,어제 늦게까지 회사에서 야근했어요.,I overworked in company until late night yesterday.
6536,그럼 저희가 세 분 모두 함께 메이크업 진행해드리겠습니다.,Then we will prepare all three of you the makeup.
6537,당신에게 나의 미래 직업에 대한 충고를 받기 위해 왔어요.,I have come to get an advice about my future career.
6538,나이 많아 영어 공부한 것 어떻게 생각하세요?,What do you think about studying English after getting old?
6539,닭의 울음소리는 닭의 여러 형태들 중 하나이예요.,The rooster's weeping is one of the forms of them.
6540,발표 및 논문형식의 방법을 취해요.,Do it in a format of presentation or article.
6541,해외에서 매력을 느끼는 부분이 무엇인지 궁금해.,I'd like to know what makes K-pop appealing to foreigners.
6542,우리는 도착하자마자 바다로 향했어요.,"As soon as we arrived, we headed to the ocean."
6543,안녕하세요. 주차장에서는 처음 뵙네요. 어디 가세요?,"Hello, I've never seen you in the parking area before. Where are you going?"
6544,나는 어제 컨테이너를 직접 확인했어요.,I directly checked the container yesterday.
6545,항상 감사드립니다. 고등학교 때 저를 응원해주셔서 감사드립니다.,Thank you always. Thank you for supporting me throughout high school.
6546,해답은 이미 인터넷에 올려둔 상태인데 점수 때문에 그런가요?,Is it because of the score because I already uploaded the solutions online?
6547,알지만 불이 꺼질때까지 여기서 기다리세요.,I know but please wait here until the fire is extinguished.
6548,앞으로 아래와 같이 일 진행해요.,"From now on, we are going to proceed the work as below."
6549,이 비용은 멤버가 부담할 예정이예요.,The member is going to bear this charge.
6550,"아니요, #인천국제공항#도 가고 #김포국제공항#도 가는 버스입니다. ","No, it goes to #Incheon International Airport# and #Gimpo International Airport#. "
6551,딱히 특정한 공부를 원하는건없어.,I don't have any specific subject that I want to study.
6552,나는 잠시 후에 걷기 운동에 길 것이예요.,I will go and take a walk after for a while.
6553,우리 감독관이 당신을 보자고 하네요.,Our supervisor wants to meet you.
6554,화장대는 나의 외모를 단정하게 하는데 매우 유용해요.,A dressing table is useful to make my appearance decent.
6555,비행기를 여러 번 탑승했지만 이렇게 많이 흔들리는 건 처음이에요.,I've been on multiple flights but this is the first time the plane is shaking this much.
6556,오늘 미팅에 앞서 궁금한 점을 질문 드리겠어요.,I'll ask you some questions before the meeting today.
6557,나는 너가 좋은 간호사 될 거라고 상상해.,I imagine that you will become a good nurse.
6558,나는 팔씨름을 남자의 자존심이라고 생각해요.,I think arm wrestling as the masculine pride.
6559,응. 배우들이 스페인에서 순례길에 오르는 사람들에게 숙박을 제공하고 요리를 해주는 프로그램이야.,Yes. This is the show that actors provide accommodation and food to people who are walking the Pilgrim route in Spain.
6560,나는 네가 정상적인 삶과 직업을 갖길 바래.,I want you to have a decent life and job.
6561,영화관에서 영화를 보다 잠들었어.,"While watching the movie in the cinema, I fell asleep."
6562,내가 느끼는 실패의 느낌을 표현하기 위해 쓰게 되었어.,I used this to express my feeling to failure.
6563,"영어로 말을 하고 싶지만, 단어가 잘 안떠올라요.","I want to speak in English, I can't remember the words."
6564,편집자가 글에 몇 단어를 삽입했어요.,The editor inserted a few words in the line.
6565,그들은 서버에 쿼리를 넣어 확인하고 있어요.,They are checking through inserting quaries into the server.
6566,이 건물에 제가 기대고 서 있는 것처럼 찍어주세요. ,Make it look like I'm leaning against this building.
